Amount,Merchant,Category,CardType,Location,Time,FraudFlag,HighAmountFlag,IsNightTransaction,MerchantRisk,CardRisk
47361,ShopY,Travel,Visa,PortHarcourt,23:30,0,0,1,0,0
31508,PharmaCare,Travel,Visa,PortHarcourt,22:30,0,0,1,0,0
640203,ShopY,Travel,Mastercard,PortHarcourt,09:00,1,1,0,0,1
583048,ElectroMart,Gaming,Mastercard,Abuja,12:30,1,1,0,1,1
37062,OnlineMall,Travel,Visa,Enugu,16:30,0,0,0,1,0
32355,ElectroMart,Healthcare,Mastercard,Abuja,20:00,0,0,0,0,0
41833,LuxuryStore,Healthcare,Mastercard,PortHarcourt,13:30,0,0,0,1,0
26854,OnlineMall,Electronics,Mastercard,Lagos,09:30,0,0,0,1,0
22337,PharmaCare,Healthcare,Visa,Kano,08:30,0,0,0,0,0
44872,ElectroMart,Travel,Visa,PortHarcourt,13:00,0,0,0,0,0
10987,ShopX,Travel,Visa,PortHarcourt,20:30,0,0,0,0,0
28024,ElectroMart,Groceries,Visa,Ibadan,07:30,0,0,0,0,0
1935,PharmaCare,Gaming,Visa,Lagos,17:00,0,0,0,0,0
155939,OnlineMall,Electronics,Visa,Ibadan,03:30,0,0,1,1,0
27798,ShopX,Healthcare,Mastercard,Kano,01:30,0,0,1,0,0
28787,ShopY,Travel,Visa,Lagos,07:00,0,0,0,0,0
15860,LuxuryStore,Luxury,Visa,Abuja,11:00,0,0,0,1,0
37043,ElectroMart,Healthcare,Mastercard,PortHarcourt,12:30,0,0,0,0,0
27217,LuxuryStore,Electronics,Visa,Kano,02:30,0,0,1,1,0
49938,ElectroMart,Groceries,Mastercard,Ibadan,19:30,0,0,0,0,0
104256,ShopY,Gaming,Visa,Abuja,11:00,0,0,0,0,0
4805,LuxuryStore,Healthcare,Visa,Ibadan,10:00,0,0,0,1,0
7374,ElectroMart,Luxury,Visa,Abuja,12:00,0,0,0,0,0
49981,ElectroMart,Luxury,VirtualCard,Ibadan,05:30,0,0,1,0,1
122878,ShopY,Gaming,Visa,Ibadan,05:00,0,0,1,0,0
28407,LuxuryStore,Electronics,Visa,Ibadan,16:00,0,0,0,1,0
24029,OnlineMall,Electronics,Visa,Abuja,21:30,0,0,0,1,0
168326,ElectroMart,Healthcare,Visa,Abuja,14:00,0,0,0,0,0
9071,LuxuryStore,Electronics,Visa,Abuja,11:30,0,0,0,1,0
575875,ElectroMart,Electronics,Mastercard,Enugu,18:30,1,1,0,1,1
6581,ElectroMart,Gaming,Visa,Lagos,13:00,0,0,0,0,0
13107,ShopX,Groceries,Visa,Ibadan,07:00,0,0,0,0,0
24473,ShopY,Gaming,Visa,Kano,15:00,0,0,0,0,0
16967,LuxuryStore,Luxury,Mastercard,Abuja,04:00,0,0,1,1,0
38904,ElectroMart,Luxury,Visa,Kano,01:00,0,0,1,0,0
17066,LuxuryStore,Travel,Mastercard,Lagos,15:00,0,0,0,1,0
130824,PharmaCare,Travel,Mastercard,Kano,15:30,0,0,0,0,0
7274,PharmaCare,Luxury,Mastercard,Ibadan,20:00,0,0,0,0,0
13424,ElectroMart,Healthcare,VirtualCard,Enugu,05:00,0,0,1,0,1
831935,ElectroMart,Electronics,VirtualCard,PortHarcourt,15:30,1,1,0,1,1
29893,ElectroMart,Groceries,Mastercard,Lagos,15:30,0,0,0,0,0
31474,ElectroMart,Healthcare,Visa,Abuja,23:30,0,0,1,0,0
324686,LuxuryStore,Gaming,Visa,Kano,12:30,1,1,0,1,0
42091,LuxuryStore,Groceries,Mastercard,Enugu,01:00,0,0,1,1,0
26211,LuxuryStore,Luxury,Mastercard,Abuja,21:30,0,0,0,1,0
31848,OnlineMall,Healthcare,Mastercard,Ibadan,05:00,0,0,1,1,0
30807,OnlineMall,Groceries,Visa,Abuja,22:00,0,0,1,1,0
86892,OnlineMall,Groceries,Visa,Abuja,02:30,0,0,1,1,0
84142,PharmaCare,Healthcare,Mastercard,Ibadan,05:30,0,0,1,0,0
19738,ShopX,Groceries,Visa,Ibadan,00:00,0,0,1,0,0
43521,ElectroMart,Groceries,Visa,Lagos,23:00,0,0,1,0,0
21332,ShopX,Electronics,Mastercard,Enugu,00:30,0,0,1,0,0
126396,ShopX,Luxury,Mastercard,Kano,01:30,0,0,1,0,0
169453,ShopY,Luxury,Visa,PortHarcourt,03:30,0,0,1,0,0
27284,ShopX,Groceries,Visa,Lagos,04:00,0,0,1,0,0
45147,ShopX,Travel,Visa,Abuja,01:00,0,0,1,0,0
32936,ElectroMart,Luxury,Visa,Enugu,00:30,0,0,1,0,0
42381,ElectroMart,Electronics,Visa,Lagos,04:30,0,0,1,0,0
26994,PharmaCare,Groceries,Mastercard,Kano,08:00,0,0,0,0,0
11793,PharmaCare,Groceries,Mastercard,Abuja,13:00,0,0,0,0,0
237044,PharmaCare,Groceries,VirtualCard,Ibadan,11:00,1,0,0,0,1
60158,ElectroMart,Electronics,Mastercard,Abuja,06:00,0,0,0,0,0
533153,LuxuryStore,Luxury,Visa,Abuja,01:00,1,1,1,1,0
21179,ShopY,Groceries,Visa,PortHarcourt,15:30,0,0,0,0,0
9438,OnlineMall,Healthcare,Mastercard,Kano,19:00,0,0,0,1,0
32132,LuxuryStore,Healthcare,Visa,Ibadan,17:00,0,0,0,1,0
42001,ShopY,Electronics,Visa,Abuja,11:30,0,0,0,0,0
3185,ElectroMart,Groceries,Visa,Kano,09:30,0,0,0,0,0
24425,OnlineMall,Luxury,Visa,Kano,15:00,0,0,0,1,0
62761,LuxuryStore,Healthcare,VirtualCard,Lagos,12:00,0,0,0,1,1
43003,ElectroMart,Electronics,Mastercard,PortHarcourt,07:30,0,0,0,0,0
12149,LuxuryStore,Groceries,Visa,Ibadan,04:30,0,0,1,1,0
437719,LuxuryStore,Electronics,Mastercard,Kano,08:00,1,1,0,1,1
47571,LuxuryStore,Groceries,Visa,Abuja,20:30,0,0,0,1,0
19259,LuxuryStore,Electronics,Visa,Kano,05:30,0,0,1,1,0
27282,ShopY,Travel,Visa,Ibadan,06:00,0,0,0,0,0
933962,LuxuryStore,Healthcare,VirtualCard,Enugu,07:00,1,1,0,1,1
851163,LuxuryStore,Gaming,Mastercard,Abuja,02:00,1,1,1,1,1
22827,OnlineMall,Groceries,VirtualCard,Lagos,00:30,0,0,1,1,1
173277,ShopY,Healthcare,Mastercard,Ibadan,20:30,0,0,0,0,0
43428,PharmaCare,Electronics,Mastercard,PortHarcourt,20:00,0,0,0,0,0
40728,ShopY,Travel,Visa,Kano,09:30,0,0,0,0,0
107624,ShopY,Groceries,VirtualCard,Enugu,20:00,0,0,0,0,1
186903,ShopX,Gaming,Visa,Abuja,13:30,0,0,0,0,0
11892,OnlineMall,Electronics,Mastercard,Kano,04:00,0,0,1,1,0
892032,ShopY,Electronics,Mastercard,PortHarcourt,19:00,1,1,0,0,1
62817,PharmaCare,Healthcare,VirtualCard,Lagos,01:30,0,0,1,0,1
17390,ShopX,Groceries,Mastercard,Kano,13:30,0,0,0,0,0
39198,ElectroMart,Luxury,Visa,Abuja,19:30,0,0,0,0,0
27882,PharmaCare,Travel,Visa,PortHarcourt,07:00,0,0,0,0,0
44901,PharmaCare,Gaming,Mastercard,Lagos,03:30,0,0,1,0,0
19877,ElectroMart,Luxury,Visa,Ibadan,22:30,0,0,1,0,0
25920,PharmaCare,Healthcare,Visa,Lagos,00:30,0,0,1,0,0
25152,ShopY,Healthcare,Visa,Ibadan,08:00,0,0,0,0,0
178015,LuxuryStore,Travel,Mastercard,Ibadan,17:30,0,0,0,1,0
36463,ShopX,Healthcare,Visa,Ibadan,09:00,0,0,0,0,0
13440,ShopY,Electronics,Visa,Kano,16:00,0,0,0,0,0
28998,ElectroMart,Groceries,Mastercard,Lagos,10:00,0,0,0,0,0
2861,ElectroMart,Groceries,Mastercard,PortHarcourt,11:30,0,0,0,0,0
4126,LuxuryStore,Electronics,VirtualCard,Abuja,19:30,0,0,0,1,1
45497,ShopX,Gaming,Visa,Kano,16:30,0,0,0,0,0
47374,LuxuryStore,Luxury,Mastercard,Lagos,15:00,0,0,0,1,0
117910,ShopX,Gaming,VirtualCard,Ibadan,08:30,0,0,0,0,1
16531,ShopY,Luxury,Visa,Ibadan,07:00,0,0,0,0,0
21689,ElectroMart,Electronics,Visa,Lagos,09:00,0,0,0,0,0
84812,ShopX,Travel,Visa,Enugu,21:30,0,0,0,0,0
36029,ShopY,Travel,Mastercard,Ibadan,07:00,0,0,0,0,0
182642,LuxuryStore,Electronics,Visa,Kano,19:30,1,0,0,1,0
6969,ShopY,Electronics,Mastercard,Kano,02:30,0,0,1,0,0
25307,PharmaCare,Healthcare,Mastercard,Lagos,07:30,0,0,0,0,0
148440,ShopX,Healthcare,Mastercard,Abuja,09:00,1,0,0,0,1
29246,LuxuryStore,Luxury,Mastercard,Enugu,11:00,0,0,0,1,0
10027,ShopY,Luxury,Mastercard,Ibadan,07:30,0,0,0,0,0
45826,ShopX,Luxury,Visa,Lagos,00:00,0,0,1,0,0
2563,ShopY,Travel,Visa,Abuja,06:00,0,0,0,0,0
28431,LuxuryStore,Gaming,Mastercard,Enugu,09:30,0,0,0,1,0
98727,PharmaCare,Electronics,Visa,Ibadan,01:30,0,0,1,0,0
31222,PharmaCare,Healthcare,Visa,Ibadan,03:30,0,0,1,0,0
28762,OnlineMall,Gaming,Visa,PortHarcourt,17:30,0,0,0,1,0
737240,ElectroMart,Healthcare,Mastercard,Kano,08:00,1,1,0,1,1
19166,OnlineMall,Luxury,Visa,Enugu,16:00,0,0,0,1,0
45871,OnlineMall,Gaming,Visa,PortHarcourt,21:00,0,0,0,1,0
499254,OnlineMall,Luxury,Visa,Lagos,02:30,1,1,1,1,0
140166,PharmaCare,Luxury,Visa,Ibadan,17:00,0,0,0,0,0
323331,ElectroMart,Electronics,Mastercard,Enugu,00:30,1,1,1,1,1
19543,LuxuryStore,Gaming,Mastercard,Abuja,06:30,0,0,0,1,0
49114,LuxuryStore,Luxury,Visa,Ibadan,20:00,0,0,0,1,0
36752,OnlineMall,Gaming,VirtualCard,PortHarcourt,06:30,0,0,0,1,1
35603,LuxuryStore,Gaming,Visa,Enugu,13:00,0,0,0,1,0
42244,ElectroMart,Electronics,Visa,Lagos,23:00,0,0,1,0,0
4242,ShopX,Gaming,VirtualCard,Abuja,03:00,0,0,1,0,1
44585,LuxuryStore,Healthcare,VirtualCard,Abuja,17:30,0,0,0,1,1
53391,LuxuryStore,Groceries,Visa,PortHarcourt,16:30,0,0,0,1,0
67746,LuxuryStore,Healthcare,VirtualCard,Abuja,09:30,0,0,0,1,1
19049,OnlineMall,Luxury,Mastercard,Ibadan,19:00,0,0,0,1,0
22766,ShopX,Electronics,Visa,PortHarcourt,12:30,0,0,0,0,0
140683,ElectroMart,Electronics,VirtualCard,Lagos,15:00,0,0,0,0,1
7456,ElectroMart,Luxury,Mastercard,Abuja,03:00,0,0,1,0,0
23783,PharmaCare,Gaming,Visa,Lagos,12:30,0,0,0,0,0
16171,ElectroMart,Travel,VirtualCard,Lagos,02:30,0,0,1,0,1
4084,OnlineMall,Travel,Mastercard,Kano,07:00,0,0,0,1,0
7058,ElectroMart,Electronics,Visa,PortHarcourt,17:00,0,0,0,0,0
48057,ElectroMart,Gaming,Visa,Ibadan,04:00,0,0,1,0,0
148731,ElectroMart,Luxury,Mastercard,Kano,09:30,0,0,0,0,0
165874,OnlineMall,Groceries,VirtualCard,Kano,16:30,0,0,0,1,1
164404,ShopX,Travel,Visa,Enugu,22:30,0,0,1,0,0
4858,LuxuryStore,Healthcare,Visa,Kano,10:00,0,0,0,1,0
46725,LuxuryStore,Groceries,Visa,Abuja,05:30,0,0,1,1,0
21235,OnlineMall,Groceries,Visa,Lagos,00:00,0,0,1,1,0
17609,LuxuryStore,Electronics,Mastercard,Enugu,21:30,0,0,0,1,0
37737,PharmaCare,Luxury,Mastercard,Enugu,10:30,0,0,0,0,0
30517,ShopY,Luxury,Mastercard,Enugu,04:30,0,0,1,0,0
12195,LuxuryStore,Travel,VirtualCard,PortHarcourt,02:30,0,0,1,1,1
82611,LuxuryStore,Healthcare,Mastercard,Kano,15:30,0,0,0,1,0
37039,ShopX,Luxury,Visa,Ibadan,20:00,0,0,0,0,0
8218,PharmaCare,Gaming,Visa,Kano,01:00,0,0,1,0,0
44550,ShopX,Electronics,Mastercard,Lagos,20:00,0,0,0,0,0
625818,PharmaCare,Electronics,Mastercard,Ibadan,14:00,1,1,0,0,1
115334,OnlineMall,Healthcare,Mastercard,Kano,13:00,0,0,0,1,0
1618,ShopX,Electronics,Visa,Ibadan,00:00,0,0,1,0,0
23496,LuxuryStore,Electronics,Visa,Lagos,07:00,0,0,0,1,0
44268,PharmaCare,Gaming,Visa,Enugu,02:00,0,0,1,0,0
394925,ShopX,Gaming,Mastercard,Abuja,20:00,1,1,0,0,1
11699,ShopX,Gaming,Visa,PortHarcourt,13:00,0,0,0,0,0
647379,OnlineMall,Gaming,Mastercard,Kano,01:30,1,1,1,1,1
162213,ShopY,Electronics,Visa,PortHarcourt,14:30,0,0,0,0,0
28051,ElectroMart,Groceries,Visa,Kano,03:30,0,0,1,0,0
37594,ElectroMart,Luxury,Mastercard,Lagos,04:00,0,0,1,0,0
3282,ShopX,Gaming,Visa,Ibadan,05:30,0,0,1,0,0
32438,OnlineMall,Travel,Mastercard,Kano,09:00,0,0,0,1,0
25645,LuxuryStore,Travel,Visa,Abuja,15:30,0,0,0,1,0
17487,LuxuryStore,Groceries,Visa,Lagos,15:30,0,0,0,1,0
29258,ShopX,Electronics,Visa,Abuja,19:00,0,0,0,0,0
75495,LuxuryStore,Groceries,Visa,PortHarcourt,09:30,0,0,0,1,0
31881,ElectroMart,Gaming,Visa,Kano,11:00,0,0,0,0,0
41705,ShopX,Travel,Visa,Kano,16:30,0,0,0,0,0
35996,ElectroMart,Travel,VirtualCard,Enugu,15:00,0,0,0,0,1
12624,ElectroMart,Luxury,Visa,Kano,05:00,0,0,1,0,0
33462,PharmaCare,Healthcare,Visa,Kano,17:30,0,0,0,0,0
1451,ElectroMart,Groceries,Visa,PortHarcourt,20:00,0,0,0,0,0
11907,ShopY,Luxury,Mastercard,Enugu,00:30,0,0,1,0,0
25216,ShopY,Groceries,Visa,Ibadan,13:30,0,0,0,0,0
25939,PharmaCare,Groceries,Visa,PortHarcourt,09:00,0,0,0,0,0
679081,ElectroMart,Gaming,Mastercard,Ibadan,03:00,1,1,1,1,1
66708,PharmaCare,Electronics,VirtualCard,Ibadan,19:30,0,0,0,0,1
40248,ElectroMart,Electronics,Mastercard,Enugu,12:00,0,0,0,0,0
31576,PharmaCare,Gaming,Mastercard,Ibadan,17:30,0,0,0,0,0
10871,ShopX,Electronics,Mastercard,Enugu,19:30,0,0,0,0,0
20984,LuxuryStore,Groceries,VirtualCard,PortHarcourt,21:30,0,0,0,1,1
19011,ElectroMart,Travel,Mastercard,Lagos,21:30,0,0,0,0,0
8708,LuxuryStore,Luxury,Visa,Ibadan,12:00,0,0,0,1,0
134301,PharmaCare,Electronics,VirtualCard,Enugu,12:30,0,0,0,0,1
44705,PharmaCare,Groceries,Visa,Kano,05:00,0,0,1,0,0
857,OnlineMall,Luxury,Visa,PortHarcourt,17:30,0,0,0,1,0
859243,LuxuryStore,Luxury,VirtualCard,Ibadan,22:00,1,1,1,1,1
28861,LuxuryStore,Luxury,Visa,Enugu,15:00,0,0,0,1,0
73447,ElectroMart,Travel,Visa,Kano,12:30,0,0,0,0,0
41547,PharmaCare,Healthcare,Mastercard,PortHarcourt,10:30,0,0,0,0,0
182754,ShopY,Healthcare,Visa,Kano,20:30,0,0,0,0,0
10949,ElectroMart,Travel,Mastercard,PortHarcourt,19:00,0,0,0,0,0
9971,ElectroMart,Electronics,Visa,PortHarcourt,08:30,0,0,0,0,0
5394,LuxuryStore,Groceries,Visa,PortHarcourt,06:30,0,0,0,1,0
23392,OnlineMall,Groceries,Mastercard,PortHarcourt,22:30,0,0,1,1,0
18592,LuxuryStore,Gaming,Mastercard,Enugu,03:30,0,0,1,1,0
30388,LuxuryStore,Healthcare,Visa,Kano,07:30,0,0,0,1,0
44438,PharmaCare,Groceries,Mastercard,Enugu,19:30,0,0,0,0,0
46397,ShopY,Groceries,Visa,PortHarcourt,03:30,0,0,1,0,0
33310,PharmaCare,Groceries,Visa,PortHarcourt,13:30,0,0,0,0,0
15668,ShopY,Gaming,Visa,Enugu,07:30,0,0,0,0,0
7284,OnlineMall,Healthcare,Visa,Kano,02:00,0,0,1,1,0
130045,LuxuryStore,Luxury,Visa,Enugu,05:00,1,0,1,1,0
45626,ElectroMart,Luxury,Visa,Lagos,16:30,0,0,0,0,0
5234,LuxuryStore,Gaming,Mastercard,Kano,19:30,0,0,0,1,0
19813,ShopX,Electronics,Visa,Kano,03:00,0,0,1,0,0
70059,ShopX,Electronics,VirtualCard,Abuja,14:30,0,0,0,0,1
35254,OnlineMall,Gaming,VirtualCard,Enugu,12:30,0,0,0,1,1
5244,LuxuryStore,Healthcare,Mastercard,Lagos,08:00,0,0,0,1,0
15707,ShopY,Healthcare,Visa,Enugu,04:30,0,0,1,0,0
4272,ShopY,Electronics,Visa,Enugu,00:00,0,0,1,0,0
633,LuxuryStore,Travel,Mastercard,Kano,12:00,0,0,0,1,0
30942,ShopX,Electronics,Visa,Ibadan,02:00,0,0,1,0,0
10192,OnlineMall,Electronics,Mastercard,Lagos,02:00,0,0,1,1,0
35927,ShopY,Healthcare,Mastercard,Lagos,03:00,0,0,1,0,0
42515,OnlineMall,Travel,Visa,Abuja,00:30,0,0,1,1,0
1562,ShopY,Groceries,Mastercard,PortHarcourt,03:00,0,0,1,0,0
43267,ShopY,Healthcare,Visa,Enugu,10:00,0,0,0,0,0
46825,PharmaCare,Luxury,VirtualCard,Lagos,05:00,0,0,1,0,1
15889,LuxuryStore,Electronics,Visa,Ibadan,06:00,0,0,0,1,0
34248,PharmaCare,Electronics,Mastercard,Ibadan,11:30,0,0,0,0,0
20546,ShopX,Groceries,Mastercard,Enugu,03:30,0,0,1,0,0
29616,ShopY,Gaming,Mastercard,Abuja,04:00,0,0,1,0,0
34446,OnlineMall,Electronics,Mastercard,Lagos,10:00,0,0,0,1,0
5607,ShopY,Electronics,Mastercard,Lagos,04:00,0,0,1,0,0
39171,LuxuryStore,Electronics,Visa,Abuja,11:00,0,0,0,1,0
73446,ShopY,Healthcare,Visa,Enugu,07:30,0,0,0,0,0
5604,PharmaCare,Groceries,Visa,Abuja,17:00,0,0,0,0,0
167679,LuxuryStore,Electronics,Visa,Lagos,14:00,0,0,0,1,0
104116,ShopY,Travel,Mastercard,PortHarcourt,02:30,0,0,1,0,0
26407,LuxuryStore,Electronics,Visa,Abuja,16:00,0,0,0,1,0
25714,OnlineMall,Groceries,Visa,Abuja,15:30,0,0,0,1,0
27558,OnlineMall,Electronics,Visa,Ibadan,15:00,0,0,0,1,0
2067,LuxuryStore,Luxury,Visa,Lagos,08:30,0,0,0,1,0
1973,LuxuryStore,Gaming,Visa,Enugu,01:30,0,0,1,1,0
299579,PharmaCare,Travel,Mastercard,Kano,02:00,1,0,1,0,1
15549,OnlineMall,Groceries,Visa,PortHarcourt,13:00,0,0,0,1,0
44211,PharmaCare,Travel,Mastercard,PortHarcourt,12:30,0,0,0,0,0
234468,LuxuryStore,Luxury,Visa,PortHarcourt,15:00,1,0,0,1,0
44804,ShopX,Luxury,Visa,Ibadan,20:30,0,0,0,0,0
18792,OnlineMall,Luxury,Visa,Lagos,03:00,0,0,1,1,0
20624,OnlineMall,Luxury,Visa,Lagos,06:00,0,0,0,1,0
23792,ShopY,Groceries,Visa,Enugu,13:30,0,0,0,0,0
63025,LuxuryStore,Travel,Visa,Kano,20:30,0,0,0,1,0
38531,PharmaCare,Electronics,Visa,Enugu,05:00,0,0,1,0,0
20954,ElectroMart,Travel,Visa,PortHarcourt,10:00,0,0,0,0,0
7219,LuxuryStore,Healthcare,Mastercard,Abuja,11:30,0,0,0,1,0
39159,PharmaCare,Groceries,Mastercard,Enugu,03:00,0,0,1,0,0
1566,PharmaCare,Groceries,Visa,Lagos,19:30,0,0,0,0,0
191697,ShopX,Electronics,Mastercard,Abuja,21:00,0,0,0,0,0
163503,ElectroMart,Gaming,Visa,Abuja,19:00,0,0,0,0,0
41329,ShopX,Groceries,Mastercard,Abuja,23:00,0,0,1,0,0
9467,OnlineMall,Luxury,Mastercard,Kano,04:30,0,0,1,1,0
12576,OnlineMall,Groceries,Mastercard,PortHarcourt,00:30,0,0,1,1,0
48330,OnlineMall,Groceries,Mastercard,PortHarcourt,05:30,0,0,1,1,0
49405,LuxuryStore,Gaming,VirtualCard,Abuja,19:00,0,0,0,1,1
130406,ShopY,Groceries,Mastercard,PortHarcourt,21:30,0,0,0,0,0
20829,ShopY,Gaming,Visa,Enugu,14:00,0,0,0,0,0
2381,ShopY,Luxury,Visa,Enugu,17:00,0,0,0,0,0
35489,ElectroMart,Luxury,Visa,PortHarcourt,06:30,0,0,0,0,0
12026,PharmaCare,Travel,Visa,Ibadan,14:30,0,0,0,0,0
152951,ElectroMart,Luxury,Visa,Ibadan,04:00,0,0,1,0,0
14431,PharmaCare,Healthcare,VirtualCard,Enugu,22:00,0,0,1,0,1
35833,ShopY,Travel,Mastercard,Kano,17:30,0,0,0,0,0
7323,ShopY,Travel,Visa,Kano,01:30,0,0,1,0,0
840805,ElectroMart,Travel,Mastercard,Kano,01:30,1,1,1,1,1
34490,ShopY,Travel,Visa,PortHarcourt,09:00,0,0,0,0,0
28273,PharmaCare,Electronics,Visa,Abuja,18:30,1,0,0,0,0
13560,PharmaCare,Luxury,Mastercard,Lagos,06:00,0,0,0,0,0
37223,ShopY,Electronics,Visa,Enugu,08:30,0,0,0,0,0
25692,ShopX,Electronics,Visa,Ibadan,14:30,0,0,0,0,0
10249,LuxuryStore,Gaming,Visa,Ibadan,11:00,0,0,0,1,0
810,PharmaCare,Electronics,Visa,Kano,15:30,0,0,0,0,0
49431,ShopX,Gaming,Visa,Ibadan,10:30,0,0,0,0,0
167248,ShopX,Electronics,Mastercard,PortHarcourt,19:30,0,0,0,0,0
35598,OnlineMall,Electronics,Visa,Ibadan,17:30,0,0,0,1,0
35519,ShopX,Travel,Visa,Ibadan,10:30,0,0,0,0,0
180489,LuxuryStore,Luxury,VirtualCard,PortHarcourt,09:30,0,0,0,1,1
127294,ShopY,Travel,VirtualCard,Kano,18:00,0,0,0,0,1
28969,PharmaCare,Groceries,Mastercard,Kano,21:30,0,0,0,0,0
8507,PharmaCare,Gaming,VirtualCard,Abuja,07:30,0,0,0,0,1
14519,ShopY,Healthcare,Visa,PortHarcourt,03:30,0,0,1,0,0
353098,LuxuryStore,Luxury,Mastercard,Abuja,07:30,1,1,0,1,1
30345,PharmaCare,Luxury,Visa,Lagos,17:30,0,0,0,0,0
34560,OnlineMall,Healthcare,Visa,PortHarcourt,13:30,0,0,0,1,0
23679,LuxuryStore,Luxury,Visa,Enugu,22:00,0,0,1,1,0
50483,ElectroMart,Gaming,Visa,Lagos,15:30,0,0,0,0,0
41603,ShopY,Luxury,Mastercard,Abuja,15:30,0,0,0,0,0
5634,ShopX,Gaming,Visa,PortHarcourt,02:00,0,0,1,0,0
79285,ElectroMart,Travel,Visa,Lagos,04:00,0,0,1,0,0
102599,LuxuryStore,Travel,VirtualCard,Enugu,17:30,0,0,0,1,1
197977,LuxuryStore,Travel,Visa,Abuja,12:00,0,0,0,1,0
165048,OnlineMall,Electronics,Visa,Kano,22:00,0,0,1,1,0
361180,ShopX,Electronics,Mastercard,Abuja,21:30,1,1,0,0,1
15250,PharmaCare,Gaming,Visa,PortHarcourt,18:30,0,0,0,0,0
25896,ShopX,Luxury,Visa,Abuja,15:30,0,0,0,0,0
26437,ShopY,Luxury,Visa,Kano,05:00,0,0,1,0,0
33964,OnlineMall,Luxury,Visa,Abuja,16:00,0,0,0,1,0
41164,LuxuryStore,Luxury,Mastercard,Abuja,10:30,0,0,0,1,0
44004,ElectroMart,Luxury,Mastercard,Abuja,16:30,0,0,0,0,0
10008,ShopY,Healthcare,Mastercard,PortHarcourt,17:00,0,0,0,0,0
47055,ElectroMart,Gaming,Visa,Abuja,22:00,0,0,1,0,0
29650,OnlineMall,Luxury,Visa,Ibadan,05:30,0,0,1,1,0
26653,LuxuryStore,Healthcare,Visa,Enugu,13:00,0,0,0,1,0
1070,OnlineMall,Groceries,Visa,Kano,05:30,0,0,1,1,0
654102,ShopY,Electronics,VirtualCard,Lagos,12:00,1,1,0,0,1
20069,OnlineMall,Healthcare,Visa,Abuja,17:30,0,0,0,1,0
16778,ElectroMart,Travel,Visa,Abuja,04:00,0,0,1,0,0
16853,ShopY,Gaming,Mastercard,Lagos,02:30,0,0,1,0,0
12658,ShopY,Gaming,Mastercard,Abuja,06:30,0,0,0,0,0
94710,ShopY,Luxury,Visa,Kano,06:30,0,0,0,0,0
6619,OnlineMall,Travel,Visa,Kano,21:30,0,0,0,1,0
3585,ElectroMart,Electronics,Visa,Lagos,04:00,0,0,1,0,0
763448,LuxuryStore,Travel,Mastercard,Kano,15:00,1,1,0,1,1
15538,LuxuryStore,Groceries,Mastercard,Lagos,18:00,0,0,0,1,0
9101,LuxuryStore,Luxury,Visa,PortHarcourt,18:00,0,0,0,1,0
42801,OnlineMall,Healthcare,Visa,Kano,07:30,0,0,0,1,0
13034,OnlineMall,Gaming,Visa,PortHarcourt,16:30,0,0,0,1,0
66884,PharmaCare,Luxury,Visa,Lagos,02:00,0,0,1,0,0
626752,LuxuryStore,Travel,VirtualCard,Ibadan,22:00,1,1,1,1,1
19899,ElectroMart,Electronics,Visa,Abuja,14:30,0,0,0,0,0
163952,PharmaCare,Electronics,Mastercard,Lagos,06:00,0,0,0,0,0
5016,LuxuryStore,Gaming,Mastercard,PortHarcourt,18:00,0,0,0,1,0
14934,ElectroMart,Groceries,Mastercard,Abuja,19:30,0,0,0,0,0
33991,LuxuryStore,Travel,Mastercard,Lagos,11:00,0,0,0,1,0
333002,LuxuryStore,Luxury,VirtualCard,Abuja,23:30,1,1,1,1,1
38022,PharmaCare,Luxury,Visa,PortHarcourt,19:30,0,0,0,0,0
908307,OnlineMall,Travel,Mastercard,Ibadan,10:00,1,1,0,1,1
5516,PharmaCare,Travel,Mastercard,Lagos,03:00,0,0,1,0,0
190586,ShopY,Groceries,Visa,Abuja,00:30,0,0,1,0,0
48724,LuxuryStore,Groceries,Mastercard,Ibadan,15:30,0,0,0,1,0
39208,LuxuryStore,Healthcare,Visa,Abuja,19:30,0,0,0,1,0
49020,OnlineMall,Gaming,Visa,Kano,21:30,0,0,0,1,0
460620,OnlineMall,Travel,Mastercard,Ibadan,14:30,1,1,0,1,1
27615,PharmaCare,Groceries,Mastercard,Lagos,09:30,0,0,0,0,0
40747,ShopY,Healthcare,Visa,Ibadan,01:30,0,0,1,0,0
47053,LuxuryStore,Travel,Mastercard,Ibadan,06:00,0,0,0,1,0
24148,PharmaCare,Groceries,Visa,PortHarcourt,19:00,0,0,0,0,0
172726,OnlineMall,Gaming,Visa,Kano,15:00,0,0,0,1,0
736135,ShopX,Luxury,Mastercard,Abuja,09:30,1,1,0,0,1
1944,ShopX,Luxury,Visa,Kano,18:00,0,0,0,0,0
44236,ShopY,Electronics,Mastercard,Ibadan,01:30,0,0,1,0,0
27121,LuxuryStore,Gaming,VirtualCard,Abuja,14:00,0,0,0,1,1
30315,ShopX,Healthcare,Visa,Abuja,04:00,0,0,1,0,0
39655,ShopY,Luxury,Visa,Kano,14:00,0,0,0,0,0
44273,OnlineMall,Groceries,VirtualCard,Ibadan,04:00,0,0,1,1,1
48532,OnlineMall,Groceries,Visa,Abuja,00:00,0,0,1,1,0
44699,PharmaCare,Luxury,Visa,PortHarcourt,18:00,0,0,0,0,0
